company_id,industry
11625,IT Services and IT Consulting
1253502,Hospitals and Health Care
1121961,IT Services and IT Consulting
204715,Staffing and Recruiting
1353,IT Services and IT Consulting
6575603,Staffing and Recruiting
3856146,Staffing and Recruiting
63123,Utilities
17953,Business Consulting and Services
18476,IT Services and IT Consulting
162315,Advertising Services
742712,Industrial Machinery Manufacturing
13423341,IT Services and IT Consulting
153742,IT Services and IT Consulting
16995,Industrial Machinery Manufacturing
14352,Staffing and Recruiting
746802,Construction
31226,Public Relations and Communications Services
1016896,Software Development
163641,Events Services
81878,Motor Vehicle Manufacturing
84796147,Software Development
60360,IT Services and IT Consulting
74924126,Financial Services
261933,IT Services and IT Consulting
4617091,Real Estate
3561671,Higher Education
3779159,IT Services and IT Consulting
80055,Spectator Sports
40875433,Financial Services
127047,IT Services and IT Consulting
906401,Software Development
3626487,Pharmaceutical Manufacturing
21784,IT Services and IT Consulting
11486554,Real Estate
11133123,Staffing and Recruiting
71519554,Advertising Services
37573759,IT Services and IT Consulting
68636379,Human Resources Services
47475,Staffing and Recruiting
58289,IT Services and IT Consulting
24999259,Higher Education
40807457,Staffing and Recruiting
2381,Insurance
1841,Medical Equipment Manufacturing
3565351,Software Development
57878686,Individual and Family Services
7260,Staffing and Recruiting
416904,Staffing and Recruiting
76160451,Motor Vehicle Manufacturing
2012779,IT Services and IT Consulting
154217,Staffing and Recruiting
938659,"Appliances, Electrical, and Electronics Manufacturing"
101320,Software Development
10075319,IT Services and IT Consulting
65130,Staffing and Recruiting
2901787,Staffing and Recruiting
47024,Staffing and Recruiting
24354,Entertainment Providers
81345793,Manufacturing
1774799,Computer and Network Security
5154,Investment Banking
27283627,IT Services and IT Consulting
34511,Airlines and Aviation
75056372,IT Services and IT Consulting
923933,Software Development
1392476,Primary and Secondary Education
444704,Construction
9089,IT Services and IT Consulting
11692984,Software Development
3321,Packaging and Containers Manufacturing
28631800,Hospitals and Health Care
4818454,Financial Services
266428,Non-profit Organizations
10469647,IT Services and IT Consulting
52199182,Staffing and Recruiting
3598340,Construction
75261,Advertising Services
6560564,Financial Services
51664810,Hospitals and Health Care
27200450,Real Estate
138828,IT Services and IT Consulting
4277365,Automation Machinery Manufacturing
16224085,IT Services and IT Consulting
7257,Higher Education
71043281,Software Development
165299,Medical Equipment Manufacturing
78631,IT Services and IT Consulting
68348958,Software Development
40787483,Software Development
214455,Motor Vehicle Manufacturing
2788204,IT Services and IT Consulting
9233757,IT Services and IT Consulting
10653666,IT Services and IT Consulting
13660588,IT Services and IT Consulting
2562128,IT Services and IT Consulting
696365,Staffing and Recruiting
64624,Law Practice
29005359,Staffing and Recruiting
12923,Higher Education
407589,Manufacturing
1028487,Advertising Services
217994,Hospitals and Health Care
13598631,IT Services and IT Consulting
15572330,Civil Engineering
18758988,Financial Services
3260,Industrial Machinery Manufacturing
3684,IT Services and IT Consulting
54131,Non-profit Organizations
1259,IT Services and IT Consulting
164936,Non-profit Organizations
1389313,Medical Equipment Manufacturing
1344,"Appliances, Electrical, and Electronics Manufacturing"
24187,IT Services and IT Consulting
15227,Higher Education
14542824,Staffing and Recruiting
35578932,Human Resources Services
89506221,Advertising Services
29295266,Retail Apparel and Fashion
623613,Wholesale Building Materials
3641332,IT Services and IT Consulting
1534,Retail
21736,Staffing and Recruiting
3188509,Wholesale
410756,Biotechnology Research
2315424,Architecture and Planning
19231957,Retail Apparel and Fashion
71484117,Staffing and Recruiting
35475885,Staffing and Recruiting
7929204,Software Development
25929,Staffing and Recruiting
31346550,IT Services and IT Consulting
1299267,IT Services and IT Consulting
55836051,Medical Practices
51046,Mental Health Care
72668882,Hospitals and Health Care
28126361,Law Practice
93592116,IT Services and IT Consulting
10082281,Hospitals and Health Care
2844769,Hospitals and Health Care
2985733,IT Services and IT Consulting
59125717,Civic and Social Organizations
570420,Staffing and Recruiting
98816759,Fundraising
165464,IT Services and IT Consulting
2875,IT Services and IT Consulting
586645,IT Services and IT Consulting
2619961,Government Administration
3677965,Oil and Gas
90416683,Construction
9249464,Primary and Secondary Education
1313464,Staffing and Recruiting
75856748,Business Consulting and Services
79756332,Food and Beverage Services
84103557,Construction
4719158,Events Services
3356865,IT Services and IT Consulting
78708714,Staffing and Recruiting
18901172,Manufacturing
1683442,IT Services and IT Consulting
2425438,IT Services and IT Consulting
741968,Staffing and Recruiting
14632005,Staffing and Recruiting
96393,Hospitals and Health Care
10035810,Packaging and Containers Manufacturing
5332294,Industrial Machinery Manufacturing
16183163,Staffing and Recruiting
91420217,Real Estate
54301851,"Technology, Information and Internet"
18583501,Software Development
64618994,IT Services and IT Consulting
80698852,Telecommunications
19042,Software Development
121091,Staffing and Recruiting
71602553,Software Development
3728894,Utilities
153083,Business Consulting and Services
33258314,Software Development
18009120,Software Development
6592259,"Appliances, Electrical, and Electronics Manufacturing"
3664691,Wellness and Fitness Services
31110199,IT Services and IT Consulting
773342,Staffing and Recruiting
10601463,Software Development
9788677,Retail
2254335,Retail
1911434,Non-profit Organizations
82332996,IT Services and IT Consulting
1783178,Financial Services
13921,Higher Education
2627812,IT Services and IT Consulting
163658,Software Development
9881525,Manufacturing
96622347,Professional Training and Coaching
65008697,Business Consulting and Services
71001459,IT Services and IT Consulting
68820,Non-profit Organizations
1584011,IT Services and IT Consulting
163743,IT Services and IT Consulting
10205028,Food and Beverage Services
33177550,Staffing and Recruiting
166575,Semiconductor Manufacturing
75483,IT Services and IT Consulting
9211944,IT Services and IT Consulting
2981,Wholesale Building Materials
14392959,IT Services and IT Consulting
6452227,Software Development
3009549,Higher Education
18783977,Software Development
2403625,IT Services and IT Consulting
215561,Staffing and Recruiting
165757,Staffing and Recruiting
106584,IT Services and IT Consulting
18312164,Software Development
2045038,Manufacturing
9243202,Semiconductor Manufacturing
2803272,IT Services and IT Consulting
12820,Machinery Manufacturing
48658,Banking
76171420,Utilities
15251168,Higher Education
69154,Civil Engineering
2658876,Wellness and Fitness Services
11804,Hospitals and Health Care
1283753,Real Estate
15191764,Software Development
310015,Staffing and Recruiting
36676,Staffing and Recruiting
334738,Human Resources Services
164401,International Trade and Development
14580269,Software Development
39168,Wellness and Fitness Services
4057,Hospitals and Health Care
71313,Mental Health Care
777243,Staffing and Recruiting
164182,IT Services and IT Consulting
82090049,Pharmaceutical Manufacturing
78636,Medical Equipment Manufacturing
468782,IT Services and IT Consulting
215953,Hospitals and Health Care
479080,Truck Transportation
74708,Semiconductor Manufacturing
146569,Staffing and Recruiting
2443807,IT Services and IT Consulting
15941879,Law Practice
3515485,Hospitality
166127,Facilities Services
92841605,IT Services and IT Consulting
3162,Higher Education
94094751,Software Development
10889499,IT Services and IT Consulting
71659688,Motor Vehicle Manufacturing
11818084,Hospitals and Health Care
116879,Law Practice
11876,Mining
96084130,Business Consulting and Services
71755333,Financial Services
166360,Manufacturing
5724852,Construction
27221501,Business Consulting and Services
265869,Hospitals and Health Care
166796,Hospitals and Health Care
38628,Hospitals and Health Care
122451,Staffing and Recruiting
74491056,Hospitals and Health Care
38117,Staffing and Recruiting
55669258,Hospitals and Health Care
87589985,Consumer Services
1056670,IT Services and IT Consulting
162677,Medical Equipment Manufacturing
4285610,Staffing and Recruiting
4181808,Design Services
11011,Construction
10967,Aviation and Aerospace Component Manufacturing
4860,Banking
56042106,Non-profit Organizations
2749649,Non-profit Organizations
163185,Financial Services
23279,Pharmaceutical Manufacturing
5377,Wholesale Building Materials
67572051,IT Services and IT Consulting
3351055,Individual and Family Services
41294,Staffing and Recruiting
407222,Computer and Network Security
2074994,Construction
3815031,IT Services and IT Consulting
808034,Staffing and Recruiting
79576561,Advertising Services
66264380,Machinery Manufacturing
16196509,Design Services
3185,Software Development
394898,Hospitals and Health Care
1038364,Staffing and Recruiting
10634414,Banking
95690174,Staffing and Recruiting
80655815,IT Services and IT Consulting
12957244,Staffing and Recruiting
61519,Hospitals and Health Care
118767,Staffing and Recruiting
57677390,Medical Practices
99542845,IT Services and IT Consulting
871133,Staffing and Recruiting
3087003,Renewable Energy Semiconductor Manufacturing
2660454,Hospitals and Health Care
11694407,Staffing and Recruiting
16269365,Non-profit Organizations
98392076,IT Services and IT Consulting
5955,Education Administration Programs
10980260,IT Services and IT Consulting
3570660,Book and Periodical Publishing
22240,Automation Machinery Manufacturing
33716,Market Research
11727922,Real Estate
53448390,Retail
162675,Real Estate
1412,Defense and Space Manufacturing
63696,"Appliances, Electrical, and Electronics Manufacturing"
56447,Insurance
12770,IT Services and IT Consulting
3557082,Hospitals and Health Care
18696467,Financial Services
1288,Software Development
1496767,Motor Vehicle Manufacturing
96649369,Consumer Services
382463,IT Services and IT Consulting
9804,Insurance
15443,Higher Education
1375621,IT Services and IT Consulting
72801,Insurance
1167425,IT Services and IT Consulting
65588154,Staffing and Recruiting
71575605,Truck Transportation
2555454,Financial Services
451961,Staffing and Recruiting
35627712,Staffing and Recruiting
164445,Investment Management
49928,Wholesale
647587,Staffing and Recruiting
42417970,Real Estate
2507852,Computer Games
99524,Staffing and Recruiting
1226771,Wholesale Building Materials
87599,Staffing and Recruiting
290915,Hospitals and Health Care
853642,Real Estate
9882212,Construction
10661,Hospitals and Health Care
164888,Food and Beverage Manufacturing
1409798,IT Services and IT Consulting
28332,Retail
2522800,Hospitals and Health Care
82195550,Online Audio and Video Media
547009,Truck Transportation
8052981,"Appliances, Electrical, and Electronics Manufacturing"
11243687,IT Services and IT Consulting
14524845,Staffing and Recruiting
1566697,Medical Practices
1077068,Staffing and Recruiting
1408124,Defense and Space Manufacturing
1670700,Staffing and Recruiting
11737055,Hospitals and Health Care
65320905,Staffing and Recruiting
155764,Staffing and Recruiting
30225,Oil and Gas
162399,Business Consulting and Services
4827017,Software Development
2183652,Automation Machinery Manufacturing
60529,Hospitals and Health Care
68264069,Staffing and Recruiting
414015,Insurance
2913349,Staffing and Recruiting
8268672,Government Administration
485407,Education Administration Programs
35600821,Hospitals and Health Care
3509899,Financial Services
748731,Software Development
294125,Software Development
80021800,IT Services and IT Consulting
75031276,Staffing and Recruiting
1637,Medical Equipment Manufacturing
2447993,Staffing and Recruiting
91007,Hospitality
7929696,Restaurants
77499,Staffing and Recruiting
1210593,Retail
75997,"Transportation, Logistics, Supply Chain and Storage"
9992,Law Practice
5318,Financial Services
163253,Staffing and Recruiting
978435,Financial Services
18043,Staffing and Recruiting
3693643,Financial Services
9344338,Beverage Manufacturing
2166352,Staffing and Recruiting
3476,Staffing and Recruiting
112582,Chemical Manufacturing
1351188,Renewable Energy Semiconductor Manufacturing
1662635,IT Services and IT Consulting
76365076,Staffing and Recruiting
211153,Government Administration
9371883,IT Services and IT Consulting
2173738,Packaging and Containers Manufacturing
3646098,Human Resources Services
483961,Manufacturing
4029554,Hospitals and Health Care
1011049,Medical Practices
40706987,Law Practice
15261701,Real Estate
27200744,Hospitals and Health Care
30217157,Human Resources Services
16157480,Insurance
42876933,Staffing and Recruiting
28149455,Hospitals and Health Care
33421,Insurance
15599730,Hospitals and Health Care
3532968,"Appliances, Electrical, and Electronics Manufacturing"
16101273,Hospitals and Health Care
594846,Software Development
13331595,IT Services and IT Consulting
18397548,Computer Games
11580,Hospitals and Health Care
41413,Packaging and Containers Manufacturing
10229847,Medical Practices
28014,Staffing and Recruiting
35585529,Higher Education
233394,Government Administration
2507675,Hospitals and Health Care
78451299,IT Services and IT Consulting
9464,Gambling Facilities and Casinos
72426100,Professional Training and Coaching
95529,IT Services and IT Consulting
142560,Staffing and Recruiting
897372,Software Development
77610392,Financial Services
2995,Government Administration
92900280,Hospitals and Health Care
1075962,Staffing and Recruiting
28123960,Higher Education
164041,Wholesale
18675058,IT Services and IT Consulting
6476,Hospitals and Health Care
1820223,Real Estate
353512,Hospitals and Health Care
3667089,IT Services and IT Consulting
5396873,Software Development
6044,Staffing and Recruiting
11193112,Insurance
27163,Hospitality
15941587,Hospitals and Health Care
1523,Truck Transportation
1680,IT Services and IT Consulting
151258,Software Development
16612,"Appliances, Electrical, and Electronics Manufacturing"
259589,Staffing and Recruiting
33192924,Religious Institutions
10804254,IT Services and IT Consulting
84056,Spectator Sports
97855517,Advertising Services
306075,Telecommunications
54710,Government Administration
3014599,Hospitals and Health Care
2409888,Design Services
795006,Staffing and Recruiting
163578,Medical Equipment Manufacturing
1698028,Staffing and Recruiting
3961,Biotechnology Research
11193,Law Practice
18054300,Staffing and Recruiting
918761,Airlines and Aviation
61447225,Spectator Sports
32705,Real Estate
490432,IT Services and IT Consulting
3741,Business Consulting and Services
2385130,Insurance
1550405,Financial Services
65481,Travel Arrangements
10512788,IT Services and IT Consulting
6985,Staffing and Recruiting
20282130,Hospitals and Health Care
70127522,Hospitals and Health Care
5211503,Automation Machinery Manufacturing
100163175,Non-profit Organizations
1199482,Staffing and Recruiting
51629084,IT Services and IT Consulting
725927,Computer Hardware Manufacturing
736647,Chemical Manufacturing
974030,Accounting
643548,Plastics Manufacturing
3235,Pharmaceutical Manufacturing
973835,Hospitals and Health Care
3967883,Defense and Space Manufacturing
74475378,Staffing and Recruiting
38108552,Software Development
1419,Financial Services
68859600,Real Estate
5047520,Food and Beverage Manufacturing
11170816,Staffing and Recruiting
24656,Higher Education
27126465,Hospitals and Health Care
805366,Software Development
16077860,IT Services and IT Consulting
22013,Law Practice
49142562,Manufacturing
3493,Food and Beverage Services
15216893,Venture Capital and Private Equity Principals
6059166,Machinery Manufacturing
36519,Staffing and Recruiting
80321689,Hospitals and Health Care
99241,Automation Machinery Manufacturing
2873210,Pharmaceutical Manufacturing
51100,IT Services and IT Consulting
4297,Hospitals and Health Care
76261,Civil Engineering
8698192,Motor Vehicle Manufacturing
971273,Staffing and Recruiting
5470,Financial Services
26195,Pharmaceutical Manufacturing
78449941,Computer and Network Security
79376373,Financial Services
2329,Automation Machinery Manufacturing
100239407,Non-profit Organizations
406084,Renewable Energy Semiconductor Manufacturing
10375170,IT Services and IT Consulting
12782,Hospitals and Health Care
332139,IT Services and IT Consulting
5591379,"Appliances, Electrical, and Electronics Manufacturing"
157240,IT Services and IT Consulting
92593267,Higher Education
10346378,Restaurants
14379449,IT Services and IT Consulting
15691,Manufacturing
101076,Airlines and Aviation
4460287,Restaurants
1798607,Chemical Manufacturing
2723730,Staffing and Recruiting
609279,Mental Health Care
21694,Higher Education
2457,Software Development
2401260,Accounting
71939,Staffing and Recruiting
3094595,IT Services and IT Consulting
7737,Entertainment Providers
23982,Food and Beverage Services
3537,Financial Services
2718193,Machinery Manufacturing
85664439,Information Services
164821,Hospitals and Health Care
19241,Staffing and Recruiting
9313657,Staffing and Recruiting
25461,Staffing and Recruiting
89809707,Hospitals and Health Care
38015,Hospitals and Health Care
239252,Media Production
14841964,Software Development
1099954,Education Administration Programs
7099708,Human Resources Services
6408728,Advertising Services
89903317,Human Resources Services
1004436,Manufacturing
166124,Staffing and Recruiting
6025935,IT Services and IT Consulting
1963255,Hospitals and Health Care
106083,Staffing and Recruiting
1264070,Software Development
71988884,Hospitals and Health Care
1748138,Staffing and Recruiting
35173,"Appliances, Electrical, and Electronics Manufacturing"
10225139,Hospitals and Health Care
29308,Staffing and Recruiting
76201627,Industrial Machinery Manufacturing
7548,Software Development
123220,Primary and Secondary Education
15897635,IT Services and IT Consulting
542527,Individual and Family Services
233922,Staffing and Recruiting
9361151,Staffing and Recruiting
5756,Truck Transportation
165041,Banking
15434,Retail
27499,Higher Education
2964798,Staffing and Recruiting
4500,IT Services and IT Consulting
440078,Government Administration
140581,Industrial Machinery Manufacturing
34574467,Government Administration
15389,Hospitals and Health Care
95050619,Staffing and Recruiting
18758749,Staffing and Recruiting
76324405,IT Services and IT Consulting
1977526,Software Development
100753623,Retail
10194,Financial Services
9247671,Research Services
11400117,Staffing and Recruiting
7738,International Trade and Development
80862575,Hospitals and Health Care
858040,Construction
19138745,Utilities
133721,Staffing and Recruiting
1861293,IT Services and IT Consulting
1070884,Primary and Secondary Education
9999119,IT Services and IT Consulting
1240623,Non-profit Organizations
10611639,IT Services and IT Consulting
1087250,Automation Machinery Manufacturing
4440,Financial Services
11067,IT Services and IT Consulting
732066,Automation Machinery Manufacturing
7355,Staffing and Recruiting
2926262,Musicians
18105486,Hospitals and Health Care
11777511,Food and Beverage Services
94246811,Business Consulting and Services
25039398,Government Relations Services
15240939,IT Services and IT Consulting
231042,Staffing and Recruiting
550162,Hospitals and Health Care
62936276,Civic and Social Organizations
1063,Software Development
6547,Insurance
12627115,Real Estate
1062069,Non-profit Organizations
2756204,Hospitals and Health Care
18337,Insurance
30080081,Law Practice
99183,Hospitals and Health Care
2986972,Renewable Energy Semiconductor Manufacturing
41255,Staffing and Recruiting
384819,Research Services
431631,Advertising Services
100988950,Business Consulting and Services
10583513,Staffing and Recruiting
4870269,IT Services and IT Consulting
18904071,Environmental Services
147289,IT Services and IT Consulting
14631354,IT Services and IT Consulting
464196,Performing Arts
15201,Wholesale Building Materials
13496,Law Practice
12042,Hospitals and Health Care
65278424,Staffing and Recruiting
3712023,Staffing and Recruiting
4914,Retail
86017472,Staffing and Recruiting
12471899,Biotechnology Research
1633652,Non-profit Organizations
1489736,Higher Education
90500225,Utilities
19101288,IT Services and IT Consulting
1383805,Financial Services
9487,Manufacturing
5840,IT Services and IT Consulting
148189,IT Services and IT Consulting
3334,IT Services and IT Consulting
2237668,Biotechnology Research
1294161,Non-profit Organizations
2034673,Advertising Services
15259054,Human Resources Services
62034,Financial Services
36347,Software Development
17998520,Software Development
92374515,Hospitals and Health Care
21787,Banking
628178,Food and Beverage Manufacturing
592841,Manufacturing
10981429,Retail Luxury Goods and Jewelry
18924711,Civil Engineering
48984,Public Policy Offices
82814103,Staffing and Recruiting
77669120,Telecommunications
11204199,Staffing and Recruiting
2567427,Law Practice
1943848,Hospitality
15456828,Non-profit Organizations
80543103,Staffing and Recruiting
6430119,Staffing and Recruiting
156476,IT Services and IT Consulting
366025,Truck Transportation
30035,Staffing and Recruiting
117197,Law Practice
11410,Truck Transportation
5089,Motor Vehicle Manufacturing
86813252,IT Services and IT Consulting
33648,Food and Beverage Manufacturing
3678,"Glass, Ceramics and Concrete Manufacturing"
237925,Manufacturing
1469921,Manufacturing
1286246,Wellness and Fitness Services
75877223,Wellness and Fitness Services
7189,Advertising Services
1308355,Security and Investigations
40811489,Architecture and Planning
4739170,Construction
19130345,Truck Transportation
95872,Non-profit Organizations
98691018,Packaging and Containers Manufacturing
2870777,Aviation and Aerospace Component Manufacturing
14027346,Online Audio and Video Media
61984,Financial Services
994895,Human Resources Services
76656863,IT Services and IT Consulting
92966191,Mental Health Care
99888,Truck Transportation
77187695,Staffing and Recruiting
649827,Staffing and Recruiting
3837152,IT Services and IT Consulting
24113,Retail
3517936,IT Services and IT Consulting
1394857,IT Services and IT Consulting
148599,Staffing and Recruiting
266626,Machinery Manufacturing
260781,Staffing and Recruiting
65586461,Financial Services
58602,E-Learning Providers
413356,Law Practice
63879,Staffing and Recruiting
64518409,"Appliances, Electrical, and Electronics Manufacturing"
1008396,Retail Office Equipment
80921592,Business Consulting and Services
2714914,Financial Services
3789,Machinery Manufacturing
945174,Real Estate
4579870,Construction
2341247,Advertising Services
3841186,Business Consulting and Services
30099,Staffing and Recruiting
2519,Higher Education
59720,Construction
83974017,Staffing and Recruiting
76149,Hospitals and Health Care
636553,Entertainment Providers
8885,Manufacturing
1999341,Mining
3347626,Insurance
2590848,Retail Office Equipment
28526,IT Services and IT Consulting
82828617,Business Consulting and Services
67549814,Human Resources Services
2623352,IT Services and IT Consulting
79619308,Consumer Services
163644,Entertainment Providers
2359322,Staffing and Recruiting
26323,Financial Services
849097,Staffing and Recruiting
16205368,Software Development
18824639,Hospitals and Health Care
142672,IT Services and IT Consulting
63736,Law Practice
1233464,Human Resources Services
1215629,Staffing and Recruiting
11447644,Biotechnology Research
385662,Human Resources Services
267430,IT Services and IT Consulting
477843,IT Services and IT Consulting
92889925,Advertising Services
788722,Staffing and Recruiting
862993,Primary and Secondary Education
28345,Security and Investigations
13323120,IT Services and IT Consulting
2939959,Hospitals and Health Care
331921,Non-profit Organizations
9496229,IT Services and IT Consulting
28848,Public Relations and Communications Services
11675,Insurance
837416,"Museums, Historical Sites, and Zoos"
22762,Non-profit Organizations
5174388,Biotechnology Research
5352284,Staffing and Recruiting
64274685,Staffing and Recruiting
782549,Airlines and Aviation
2576548,Oil and Gas
35504315,Hospitals and Health Care
807257,Software Development
93350880,Financial Services
74016,Real Estate
2678950,IT Services and IT Consulting
426253,Software Development
166551,Food and Beverage Manufacturing
691458,Government Administration
1087408,Staffing and Recruiting
1811031,Staffing and Recruiting
2966060,Primary and Secondary Education
11553420,Staffing and Recruiting
15179318,Hospitality
355600,Printing Services
10616113,Staffing and Recruiting
467195,Staffing and Recruiting
17954837,IT Services and IT Consulting
1082195,Staffing and Recruiting
4802958,Advertising Services
97402398,Software Development
224935,IT Services and IT Consulting
35575851,Advertising Services
82300350,Construction
1286958,Media Production
2348603,IT Services and IT Consulting
2353409,Real Estate
87404095,Software Development
545751,Staffing and Recruiting
25177106,Utilities
28495889,IT Services and IT Consulting
3042775,Staffing and Recruiting
8299,Staffing and Recruiting
31580,Banking
1463975,Real Estate
166811,Higher Education
5348899,Newspaper Publishing
2776020,Food and Beverage Services
280752,Hospitals and Health Care
107854,Machinery Manufacturing
17937,Staffing and Recruiting
2736521,Law Practice
676116,"Technology, Information and Internet"
15014,IT Services and IT Consulting
285650,Human Resources Services
815009,Staffing and Recruiting
24440,IT Services and IT Consulting
1040695,Computer Games
56187,Think Tanks
4997572,Government Administration
873825,Motor Vehicle Manufacturing
9895824,Medical Practices
3616096,IT Services and IT Consulting
5992,Truck Transportation
36130,Staffing and Recruiting
4581863,Consumer Services
70874158,Staffing and Recruiting
21213,Civic and Social Organizations
71350,Staffing and Recruiting
517064,Individual and Family Services
10540544,Staffing and Recruiting
7962426,IT Services and IT Consulting
116908,Motor Vehicle Manufacturing
74951,Events Services
6592912,Staffing and Recruiting
98506846,Retail
5237438,Retail Luxury Goods and Jewelry
46529,Insurance
1081872,Higher Education
17963574,Pharmaceutical Manufacturing
135468,Staffing and Recruiting
2171947,Software Development
76323674,Staffing and Recruiting
164930,Hospitals and Health Care
29329,Education Administration Programs
17885819,Food and Beverage Manufacturing
96490528,Non-profit Organizations
841280,Accounting
1586380,Software Development
19205981,Software Development
36022089,Staffing and Recruiting
4872007,Staffing and Recruiting
1086737,IT Services and IT Consulting
15344142,Individual and Family Services
57284,Wholesale
6615723,IT Services and IT Consulting
132205,Financial Services
89909652,IT Services and IT Consulting
94134792,Staffing and Recruiting
27101168,Accounting
5656,Hospitals and Health Care
3031290,IT Services and IT Consulting
101053379,Computer Games
1502591,Pharmaceutical Manufacturing
10286832,Staffing and Recruiting
5202066,Staffing and Recruiting
1228818,Pharmaceutical Manufacturing
60686,Financial Services
23479,Hospitals and Health Care
35606291,Staffing and Recruiting
69757534,IT Services and IT Consulting
70767355,Motor Vehicle Manufacturing
1194361,Online Audio and Video Media
66197661,Construction
83130,Security and Investigations
55712,Education Administration Programs
11091426,Entertainment Providers
2796796,IT Services and IT Consulting
11555484,Law Practice
896285,Construction
72332830,Staffing and Recruiting
73030543,Software Development
29296664,Software Development
467147,Retail Apparel and Fashion
427460,Human Resources Services
85678,Law Practice
73983791,Staffing and Recruiting
37902981,Hospitality
1031662,Government Administration
152765,Software Development
20658,Spectator Sports
2025657,Advertising Services
213536,Staffing and Recruiting
79482021,IT Services and IT Consulting
14849,Biotechnology Research
20505073,Software Development
219963,Government Administration
9009097,"Appliances, Electrical, and Electronics Manufacturing"
9190691,Staffing and Recruiting
3579211,Information Services
91322464,IT Services and IT Consulting
7794161,Staffing and Recruiting
90639,Staffing and Recruiting
5755,Truck Transportation
249657,Staffing and Recruiting
163068,Retail
2113831,Business Consulting and Services
134577,Architecture and Planning
10465364,Real Estate
31060078,Outsourcing and Offshoring Consulting
80607,Hospitals and Health Care
89864,Hospitals and Health Care
16227,Staffing and Recruiting
3242,Paper and Forest Product Manufacturing
8188,Staffing and Recruiting
202002,Law Practice
1663642,Food and Beverage Services
78466074,Think Tanks
9204237,Advertising Services
82306698,Renewable Energy Semiconductor Manufacturing
206535,Advertising Services
40639,Motor Vehicle Manufacturing
885787,IT Services and IT Consulting
23718,Hospitals and Health Care
5887,Staffing and Recruiting
2565117,Security and Investigations
2243965,Retail
11432393,Biotechnology Research
65901242,Hospitals and Health Care
58971,Manufacturing
60752649,Medical Practices
68249643,Industrial Machinery Manufacturing
40900877,Hospitals and Health Care
9191643,Human Resources Services
242230,IT Services and IT Consulting
10622127,Legal Services
710411,Staffing and Recruiting
162899,Hospitals and Health Care
11843767,IT Services and IT Consulting
65270167,Venture Capital and Private Equity Principals
3102516,Staffing and Recruiting
731128,Staffing and Recruiting
166839,Staffing and Recruiting
162224,Motor Vehicle Manufacturing
923243,Civic and Social Organizations
19133,Automation Machinery Manufacturing
766308,Staffing and Recruiting
1520184,Financial Services
1089558,Staffing and Recruiting
89563981,Utilities
406315,Advertising Services
2848240,Manufacturing
379775,Financial Services
76078131,IT Services and IT Consulting
15667,Outsourcing and Offshoring Consulting
10506294,Retail
262098,Motor Vehicle Manufacturing
71483661,Aviation and Aerospace Component Manufacturing
37531012,Real Estate
2494361,IT Services and IT Consulting
888943,Financial Services
88236,Staffing and Recruiting
78376109,Staffing and Recruiting
7156,IT Services and IT Consulting
699930,Manufacturing
35497984,Real Estate
4404485,"Appliances, Electrical, and Electronics Manufacturing"
3018149,IT Services and IT Consulting
18523922,Utilities
1836288,Non-profit Organizations
45224,Staffing and Recruiting
10247952,Advertising Services
1155358,Non-profit Organizations
16063763,Business Consulting and Services
3741589,Real Estate
3137,Retail Apparel and Fashion
2324727,Staffing and Recruiting
616206,Food and Beverage Services
11736255,Individual and Family Services
1667941,Environmental Services
85659498,Government Administration
773375,Construction
3658,Hospitals and Health Care
744442,Oil and Gas
1055928,Insurance
153293,Construction
93342390,Food and Beverage Manufacturing
1908498,Hospitals and Health Care
204902,Primary and Secondary Education
1327350,Business Consulting and Services
53262014,Staffing and Recruiting
75208,Wholesale Building Materials
467792,Non-profit Organizations
19756,Hospitality
251336,Staffing and Recruiting
3646465,Aviation and Aerospace Component Manufacturing
47186,Staffing and Recruiting
78136348,Staffing and Recruiting
141634,Individual and Family Services
33605,Staffing and Recruiting
4928,Consumer Services
81546878,Staffing and Recruiting
5005549,IT Services and IT Consulting
883911,Spectator Sports
93175858,Market Research
37180,Aviation and Aerospace Component Manufacturing
64666,Education Administration Programs
36344,Staffing and Recruiting
23711047,Oil and Gas
3080429,Business Consulting and Services
47260,"Appliances, Electrical, and Electronics Manufacturing"
6463959,Design Services
19175,Paper and Forest Product Manufacturing
34821,Individual and Family Services
1900,Hospitals and Health Care
27069,Staffing and Recruiting
2878599,Staffing and Recruiting
31427691,Newspaper Publishing
4376,Software Development
101044617,Artists and Writers
2463373,Government Administration
1045120,Construction
2889,Staffing and Recruiting
162644,Hospitals and Health Care
3807788,Hospitals and Health Care
6683229,Pharmaceutical Manufacturing
18896636,Non-profit Organizations
98514983,Real Estate
55185007,Staffing and Recruiting
1310741,IT Services and IT Consulting
28352,Wholesale
1286746,Construction
25040214,Utilities
76402,IT Services and IT Consulting
85672209,IT Services and IT Consulting
3588039,Staffing and Recruiting
89877420,Defense and Space Manufacturing
10514,"Glass, Ceramics and Concrete Manufacturing"
1407530,Retail
1805509,Wholesale Building Materials
55452,"Appliances, Electrical, and Electronics Manufacturing"
5400975,Hospitals and Health Care
261282,Staffing and Recruiting
87918,Business Consulting and Services
9440940,Wellness and Fitness Services
1277958,Staffing and Recruiting
5315,Hospitals and Health Care
11204802,Retail Luxury Goods and Jewelry
1319223,Biotechnology Research
736826,Truck Transportation
19784,Pharmaceutical Manufacturing
149888,Oil and Gas
1520163,Law Practice
